date,AUD,CAD,CHF,CLP,COP,CZK,EUR,GBP,HKD,HUF,ILS,JPY,MXN,NOK,NZD,PLN,SEK,SGD,USD,ZAR
2011-07-06,5.09579,1.70614,,5.70012,5.35351,2.00044,2.16832,0.82718,0.61027,6.210094,3.90487,,5.43447,3.62722,3.375,5.07706,2.99971,0.6501,0.40416,6.47127
2011-07-07,5.10921,1.75255,,5.75,5.38387,1.95,2.18741,0.85205,0.62,6.17,3.92462,,5.48836,3.64389,3.38,5.08697,3.02176,0.648,0.44803,6.44581
2011-07-08,5.12811,1.68827,,5.74039,5.36001,1.90038,2.11004,0.80909,0.6305,6.220626,3.92462,,5.39797,3.59162,3.4,5.08242,2.96214,0.64901,0.35403,6.43076
2011-07-11,5.02625,1.60394,,5.6896,5.38197,1.84,1.97944,0.7725,0.57011,6.28,3.87539,,5.38314,3.48626,3.365,5.11699,2.83223,0.6125,0.32571,6.45
2011-07-12,4.86311,1.63165,,5.67035,5.35596,1.84027,1.96837,0.73128,0.58015,6.240285,3.89475,,5.40017,3.40046,3.32,5.11226,2.8005,0.58017,0.33933,6.46074
2011-07-13,4.87368,1.62769,,5.65036,5.3031,1.81013,1.96668,0.7478,0.58009,6.190096,3.88484,,5.38906,3.38159,3.34,5.00698,2.79862,0.60759,0.31622,6.43027
2011-07-14,4.86162,1.63774,,5.64,5.20716,1.81,1.96819,0.75139,0.56,6.21,3.87468,,5.35782,3.41808,3.405,4.97682,2.80435,0.59,0.30891,6.39058
2011-07-15,4.76564,1.59653,,5.62545,5.20851,1.77044,1.93725,0.73256,0.57041,6.210805,3.87468,,5.35777,3.38683,3.42,4.98731,2.77709,0.58099,0.30106,6.39048
2011-07-18,4.71657,1.56468,,5.6296,5.15646,1.73,1.91935,0.72182,0.57008,6.2993,3.84531,,5.35748,3.3776,3.49,5.00685,2.77588,0.5825,0.28774,6.4
2011-07-19,4.74245,1.67062,,5.6503,5.23101,1.75023,1.94695,0.74154,0.58031,6.28457,3.85488,,5.33928,3.44862,3.51,4.99704,2.81375,0.59307,0.30668,6.41073
2011-07-20,4.81348,1.71658,,5.60027,5.23101,1.7701,1.98745,0.7542,0.58018,6.255102,3.85498,,5.35364,3.47395,3.58,4.98692,2.84532,0.62551,0.32023,6.34025
2011-07-21,4.80814,1.74316,,5.6,5.25705,1.8,2.0626,0.7873,0.58004,6.21,3.88467,,5.37288,3.53033,3.63,4.97683,2.9,0.625,0.35047,6.27051
2011-07-22,4.85696,1.70369,,5.62035,5.28341,1.77058,2.03718,0.76664,0.56042,6.210793,3.88467,,5.33302,3.55752,3.69,5.01744,2.89557,0.60098,0.32519,6.26046
2011-07-25,4.822,1.69385,,5.6296,5.28065,1.76,2.00498,0.7309,0.56009,6.2343,3.86478,,5.29798,3.52658,3.66983,5.01687,2.8532,0.6,0.33758,6.287
2011-07-26,4.85562,1.66797,,5.65021,5.30554,1.76019,2.01271,0.7438,0.56015,6.234565,3.86479,,5.28462,3.53118,3.63983,5.00705,2.84714,0.60269,0.32704,6.28259
2011-07-27,4.99192,1.65128,,5.65021,5.300925,1.7101,1.9555,0.71503,0.55008,6.260106,3.84488,,5.25368,3.48055,3.66728,5.02199,2.79412,0.60269,0.32894,6.26315
2011-07-28,5.00695,1.66116,,5.62,5.30741,1.7,1.94872,0.7041,0.56025,6.255,3.84472,,5.22774,3.46627,3.76,5.01689,2.77757,0.55,0.32013,6.25168
2011-07-29,4.93185,1.5907,,5.56049,5.27807,1.66071,1.9071,0.677923,0.56046,6.270708,3.84472,,5.16233,3.43511,3.7125,5.02247,2.77241,0.52847,0.26791,6.25187
2011-08-01,4.93185,1.5907,,5.4996,5.30557,1.66,1.89332,0.66247,0.52042,6.2693,3.78517,,5.13195,3.45282,3.7125,4.99685,2.77505,0.5225,0.26096,6.18856
2011-08-02,4.78746,1.45739,,5.46518,5.25406,1.65019,1.83133,0.64705,0.50033,6.319559,3.73536,,5.13802,3.39809,3.67,4.94691,2.74382,0.50516,0.23323,6.16384
2011-08-03,4.5678,1.4315,,5.40021,5.27809,1.65008,1.81603,0.64357,0.52022,6.370146,3.65528,,5.12747,3.40724,3.545,4.93683,2.71736,0.51707,0.23324,6.13852
2011-08-04,4.6562,1.19704,,5.29,5.25551,1.57,1.67365,0.61055,0.52,6.35,3.58507,,5.05676,3.35068,3.565,4.90674,2.61248,0.5225,0.19069,6.05476
2011-08-05,4.14212,1.22401,,5.24013,5.08052,1.58062,1.59128,0.53476,0.48041,6.390781,3.58507,,5.06178,3.28902,3.355,4.90729,2.5579,0.49527,0.20933,6.02866
2011-08-08,4.25406,0.95088,,5.0596,5.0284,1.56,1.53373,0.4934,0.48033,6.3644,3.40554,,5.0423,3.29891,3.25,4.90673,2.45628,0.48028,0.16911,5.98
2011-08-09,4.1958,0.9378,,5.05029,4.95246,1.58018,1.55399,0.48463,0.50034,6.3496,3.40554,,4.94334,3.23084,3.185,4.81666,2.40502,0.48028,0.1004,5.98
2011-08-10,4.30646,0.95675,,4.8002,4.85127,1.47006,1.39092,0.41229,0.39027,6.250111,3.14586,,4.85179,3.11151,3.35,4.61633,2.26143,0.09524,0.07775,5.79081
2011-08-11,4.20352,1.01396,,4.85043,4.92904,1.48,1.45772,0.47115,0.36,6.13,3.21578,,4.82626,2.98525,3.3,4.60729,2.19798,0.0,0.08687,5.86084
2011-08-12,4.21945,1.03251,,4.9496,5.05614,1.54053,1.50318,0.49807,0.3603,6.091789,3.21578,,4.81121,3.07438,3.34,4.62134,2.2731,0.05072,0.09304,5.88066
2011-08-15,4.33238,1.09903,,4.9496,5.05614,1.5501,1.52243,0.52052,0.37019,5.9795,3.11552,,4.86106,3.12703,3.37,4.62134,2.27011,0.23,0.09975,5.85
2011-08-16,4.30567,1.11056,,4.95009,5.05318,1.48495,1.53421,0.55381,0.39016,5.869498,3.02569,,4.86168,3.12816,3.41,4.50579,2.33,0.06525,0.10115,5.79081
2011-08-17,4.30264,1.09336,,4.98017,5.05179,1.47507,1.50695,0.52489,0.39016,5.794972,3.07595,,4.86626,3.0907,3.38,4.5161,2.29664,-0.09982,0.10456,5.81078
2011-08-18,4.23865,0.97002,,4.77,5.05328,1.44,1.38881,0.45227,0.38,5.905,3.02584,,4.80592,2.95899,3.345,4.44111,2.14328,-0.09,0.09138,5.78073
2011-08-19,4.15594,0.98499,,4.59036,4.95302,1.45041,1.44224,0.50582,0.40031,5.845934,3.02584,,4.75087,2.9955,3.27,4.44693,2.19061,0.03601,0.10293,5.63058
2011-08-22,4.16752,0.98126,,4.6197,4.80228,1.4801,1.47596,0.47575,0.41032,5.8394,3.03575,,4.69089,3.03797,3.27,4.46062,2.19904,0.12,0.11237,5.596
2011-08-23,4.2722,1.02504,,4.56005,4.80207,1.46996,1.49181,0.48341,0.45012,5.859474,3.04582,,4.72154,3.05114,3.31,4.45579,2.23027,0.16319,0.11258,5.53106
2011-08-24,4.23637,1.09361,,4.62014,4.8011,1.4851,1.54763,0.50675,0.44013,5.920023,3.08095,,4.80653,3.11888,3.33,4.54619,2.28915,0.1101,0.11916,5.57934
2011-08-25,4.32829,1.09834,,4.60986,4.85339,1.46985,1.52427,0.51111,0.4299,6.019735,3.09564,,4.84124,3.18543,3.37,4.58608,2.27156,0.1447,0.11187,5.64346
2011-08-26,4.33949,1.10029,,4.57982,4.85384,1.44962,1.5181,0.52165,0.42981,5.969455,3.09564,,4.6112,3.17097,3.365,4.54089,2.25197,0.15398,0.10406,5.57825
2011-08-29,4.40605,1.14457,,4.59001,4.85097,1.44962,1.5181,0.52165,0.44974,5.969455,3.09564,,4.6662,3.17097,3.38,4.54089,2.25197,0.19528,0.11971,5.57825
2011-08-30,4.41356,1.13783,,4.60006,4.85308,1.43021,1.52608,0.51926,0.46024,5.899843,2.94618,,4.66104,3.21195,3.405,4.53602,2.26374,0.19528,0.11076,5.54959
2011-08-31,4.37422,1.16901,,4.69015,4.96278,1.44028,1.56625,0.53209,0.44023,5.870628,2.90625,,4.69425,3.23068,3.39,4.54669,2.25013,0.16067,0.11567,5.53932
2011-09-01,4.45503,1.15508,,4.68,4.95366,1.43,1.50666,0.50693,0.45,5.91,2.83612,,4.67127,3.20932,3.42,4.55628,2.32749,0.115,0.10856,5.45065
2011-09-02,4.4127,1.08609,,4.61,4.92894,1.33,1.44132,0.4775,0.46,5.89,2.83612,,4.62598,3.1781,3.37,4.48618,2.26598,0.0625,0.10912,5.39051
2011-09-05,4.27873,1.08609,,4.61,4.92894,1.33,1.40927,0.4775,0.46,5.9496,2.7667,,4.62598,3.1781,3.31,4.4361,2.26598,0.0625,0.10912,5.39
2011-09-06,4.24822,0.99894,,4.46028,4.82753,1.33995,1.3941,0.45386,0.47019,5.729869,2.88632,,4.61182,3.08119,3.25,4.39562,2.20309,-0.01468,0.11106,5.35
2011-09-07,4.38136,1.04324,,4.51045,4.82609,1.38021,1.45369,0.44069,0.47022,5.660599,2.89625,,4.63681,2.97305,3.31,4.47666,2.19958,0.04058,0.11917,5.46
2011-09-08,4.28392,1.02383,,4.54,4.82791,1.37,1.40449,0.45701,0.46009,5.655,2.92597,,4.48105,2.8724,3.28,4.44613,2.11899,0.12,0.10819,5.3706
2011-09-09,4.32524,0.91552,,4.56,4.82836,1.32,1.36611,0.43734,0.46,5.82,2.92597,,4.59104,2.68642,3.2875,4.53626,1.97154,0.183,0.10228,5.46052
2011-09-12,4.16393,1.00021,,4.4897,4.8023,1.31,1.40291,0.40786,0.47019,5.8497,2.93597,,4.69598,2.6541,3.24,4.5763,1.88225,0.185,0.11329,5.59
2011-09-13,4.15525,1.06357,,4.49163,4.80223,1.32999,1.46302,0.41143,0.47019,5.960105,2.93627,,4.69777,2.8091,3.2375,4.60625,1.92294,0.16322,0.11531,5.64
2011-09-14,4.03945,1.07331,,4.47142,4.80119,1.3802,1.50202,0.43697,0.47018,6.180635,2.90624,,4.69725,2.9162,3.255,4.63688,2.01239,0.11554,0.10246,5.73
2011-09-15,4.08578,1.14457,,4.49,4.67797,1.47,1.54068,0.45623,0.47,6.13,2.98589,,4.7459,3.02753,3.225,4.60636,2.04835,0.16,0.10806,5.61107
2011-09-16,4.17953,1.14578,,4.5297,4.70342,1.46,1.47673,0.44188,0.46,6.19,2.98589,,4.7459,2.95164,3.29,4.59635,2.02508,0.18,0.09371,5.5906
2011-09-19,4.17913,1.04805,,4.5297,4.83337,1.41,1.44317,0.42345,0.46,6.3594,2.99588,,4.8514,2.8733,3.24,4.66643,2.00951,0.193,0.07414,5.7
2011-09-20,4.14723,1.06619,,4.54092,4.80335,1.40005,1.45127,0.4246,0.45022,6.199696,2.96618,,4.86694,2.86896,3.19,4.58631,1.9944,0.24525,0.07906,5.64
2011-09-21,4.22894,1.06729,,4.59016,4.83139,1.40017,1.43578,0.43632,0.4502,6.400402,2.98621,,4.95165,2.83208,3.215,4.60687,1.96779,0.29044,0.09604,5.6508
2011-09-22,4.13174,0.93394,,4.49,4.83362,1.36,1.43159,0.44106,0.49011,6.59,2.9261,,5.15166,2.81408,3.1,4.70651,1.93577,0.385,0.10485,5.82168
2011-09-23,4.13203,0.93162,,4.43,4.8343,1.36,1.40003,0.44161,0.53001,6.62,2.9261,,5.04683,2.8022,3.05,4.71652,1.85954,0.35,0.11187,5.83145
2011-09-26,4.04369,1.01003,,4.3997,4.82773,1.35997,1.42526,0.43465,0.56,6.5691,2.72625,,4.89181,2.78131,3.06,4.7165,1.86715,0.415,0.12057,5.67023
2011-09-27,4.1962,1.04852,,4.3798,4.80201,1.37997,1.47517,0.46691,0.56,6.429566,2.74621,,4.82249,2.82094,3.11,4.65644,1.925,0.35,0.12995,5.55998
2011-09-28,4.22127,1.02747,,4.34,4.85085,1.37997,1.52519,0.47003,0.56,6.519943,2.7562,,4.86209,2.80085,3.125,4.66645,1.96465,0.358,0.13388,5.55
2011-09-29,4.20174,0.98754,,4.27,4.90424,1.41,1.54084,0.4872,0.56,6.63,2.7562,,4.89176,2.79861,3.095,4.63641,1.99605,0.368,0.13884,5.60945
2011-09-30,4.20234,0.96678,,4.1,4.96663,1.38,1.49958,0.49977,0.57011,6.755,2.7562,,4.91686,2.78776,3.1175,4.64643,1.97637,0.433,0.14618,5.6994
2011-10-03,4.20234,0.93701,,4.0697,4.90526,1.35,1.47007,0.47175,0.58032,6.8894,2.75637,,4.94223,2.78002,3.1175,4.64641,1.94186,0.478,0.14418,5.68
2011-10-04,4.2025,0.93847,,4.0699,4.9039,1.32013,1.45093,0.46055,0.59019,6.919926,2.71644,,4.79393,2.70654,3.02,4.63668,1.92561,0.48338,0.15262,5.62
2011-10-05,3.99635,0.9768,,3.90039,4.70091,1.36009,1.47069,0.48698,0.59019,6.770318,2.72624,,4.66261,2.72599,2.98,4.59648,1.96722,0.45843,0.14691,5.51058
2011-10-06,4.06499,1.04059,,4.03,4.82815,1.39,1.58078,0.55611,0.6,6.66,2.68636,,4.70696,2.80502,3.05,4.56632,2.06234,0.47,0.15824,5.48064
2011-10-07,4.12046,1.07108,,4.09,4.90383,1.43,1.55616,0.59024,0.6,6.6,2.68636,,4.72181,2.87655,3.0875,4.55631,2.0812,0.433,0.16769,5.52065
2011-10-10,4.16988,1.07108,,4.09,4.90383,1.43,1.58117,0.59024,0.60017,6.4592,2.68648,,4.72181,2.87655,3.125,4.54628,2.0812,0.433,0.16769,5.52
2011-10-11,4.22099,1.09256,,4.17006,4.90312,1.40012,1.56602,0.57374,0.64007,6.479738,2.74641,,4.7177,2.94447,3.15,4.58657,2.13039,0.40849,0.1841,5.58
2011-10-12,4.20594,1.15011,,4.28018,4.9011,1.43012,1.62683,0.58768,0.63016,6.390261,2.75608,,4.71206,3.0162,3.1275,4.57646,2.19238,0.42068,0.17612,5.57056
2011-10-13,4.38266,1.0929,,4.19,4.9036,1.41,1.57834,0.54723,0.61,6.5,2.75608,,4.68162,2.99083,3.165,4.57634,2.13055,0.398,0.16208,5.61043
2011-10-14,4.34035,1.15971,,4.2,4.90533,1.44,1.61776,0.58645,0.61,6.46,2.75608,,4.61643,3.01972,3.12,4.59637,2.14211,0.355,0.16461,5.5906
2011-10-17,4.43497,1.09487,,4.1997,4.90533,1.41,1.53413,0.55985,0.63024,6.49,2.78635,,4.68154,2.99221,3.185,4.59635,2.09882,0.363,0.16588,5.61
2011-10-18,4.37651,1.09619,,4.27017,4.90251,1.41015,1.53081,0.52932,0.62014,6.549815,2.77642,,4.67752,2.97536,3.16,4.60619,2.07181,0.38824,0.15859,5.64
2011-10-19,4.39436,1.13675,,4.33056,4.95144,1.42016,1.56234,0.53918,0.61034,6.61023,2.77586,,4.68186,2.99572,3.17,4.62653,2.10744,0.41538,0.15934,5.60053
2011-10-20,4.37742,1.15336,,4.25,5.00462,1.43,1.56224,0.5461,0.60003,6.72,2.77586,,4.73144,2.98672,3.17,4.77663,2.11633,0.438,0.15915,5.6204
2011-10-21,4.42411,1.18494,,4.28,5.1054,1.44,1.60273,0.57822,0.59005,6.64,2.77586,,4.72643,3.01455,3.165,4.72656,2.14774,0.49,0.16316,5.62059
2011-10-24,4.46716,1.21639,,4.3197,5.1041,1.43,1.60348,0.57917,0.61024,6.5992,2.79638,,4.73133,3.00894,3.165,4.78662,2.14902,0.49023,0.16388,5.63
2011-10-25,4.47649,1.12574,,4.31017,5.1033,1.47,1.53222,0.56732,0.60015,6.569782,2.81627,,4.74737,3.01319,3.14727,4.76674,2.15117,0.49023,0.14812,5.61
2011-10-26,4.29993,1.19339,,4.31017,5.10179,1.40984,1.49298,0.55461,0.60019,6.640163,2.76641,,4.72187,2.99369,3.07228,4.75668,2.14439,0.49023,0.16527,5.60055
2011-10-27,4.44202,1.27875,,4.56028,5.10453,1.47041,1.60693,0.58655,0.59993,6.620184,2.80601,0.070141,4.71641,3.07403,3.14,4.70645,2.25498,0.51757,0.18076,5.55055
2011-10-28,4.47121,1.22134,,4.70045,5.10535,1.47041,1.56933,0.5813,0.59008,6.739254,2.80601,0.070141,4.74139,3.07625,3.19,4.74657,2.2632,0.49396,0.1596,5.53054
2011-10-31,4.4371,1.15586,,4.70045,5.25475,1.45,1.52286,0.53277,0.5603,6.739254,2.81639,0.066552,4.76392,3.0089,3.15,4.75688,2.23037,0.48,0.12999,5.53971
2011-11-01,4.34685,1.07625,,4.70045,5.20435,1.35004,1.44598,0.53931,0.5403,6.739254,2.77651,0.063804,4.75694,2.89384,3.11,4.75688,2.11269,0.47525,0.12592,5.57029
2011-11-02,4.2716,1.10374,,4.64019,5.20289,1.37033,1.44841,0.5607,0.55034,6.880167,2.78645,0.063804,4.75694,2.95891,3.095,4.76702,2.14087,0.4886,0.11769,5.54066
2011-11-03,4.2197,1.13987,,4.65,5.23113,1.32,1.42819,0.56344,0.54,6.8,2.7462,0.063804,4.66628,2.91707,3.07,4.67649,2.06663,0.47,0.12378,5.47092
2011-11-04,4.26209,1.08715,,4.59,5.23372,1.29061,1.44429,0.56569,0.53,6.73,2.7462,0.063176,4.63627,2.92158,3.095,4.65647,2.10603,0.443,0.12276,5.44075
2011-11-07,4.20442,1.07807,,4.5295,5.23372,1.28,1.43417,0.56787,0.53023,6.739,2.7165,0.061918,4.63616,2.89181,3.08,4.65644,2.09699,0.443,0.12443,5.45
2011-11-08,4.10723,1.11738,,4.59007,5.25482,1.30004,1.44787,0.57482,0.52027,6.749643,2.76653,0.061949,4.63201,2.90055,3.07,4.65625,2.13174,0.44526,0.1294,5.41
2011-11-09,4.09654,1.04811,,4.53047,5.25313,1.28042,1.43084,0.54628,0.51033,6.910193,2.76646,0.061979,4.66656,2.83772,3.0575,4.68651,2.04571,0.46054,0.12406,5.48137
2011-11-10,3.91694,1.08096,,4.5,5.25643,1.31,1.42673,0.55149,0.55,7.05,2.69627,0.061918,4.6812,2.84677,2.95,4.72657,1.97727,0.5,0.12545,5.60085
2011-11-11,3.95071,1.08096,,4.5,5.25643,1.31,1.45843,0.55149,0.57,7.0,2.69627,0.066988,4.6812,2.84677,2.94,4.72657,1.97727,0.53,0.12545,5.75084
2011-11-14,4.01366,1.05586,,4.5497,5.25643,1.33,1.41432,0.53957,0.58022,7.22,2.70653,0.066998,4.72138,2.86047,2.95,4.72656,1.92768,0.543,0.13379,5.75
2011-11-15,3.93733,1.05427,,4.50038,5.25403,1.28041,1.41036,0.52343,0.58019,7.319988,2.67666,0.068225,4.73284,2.81207,2.85,4.78658,1.89509,0.54524,0.13445,5.82
2011-11-16,3.89193,1.06213,,4.52048,5.30391,1.29,1.4587,0.52518,0.59032,7.260312,2.70654,0.073335,4.7473,2.84117,2.785,4.78707,1.90785,0.52048,0.13618,5.82079
2011-11-17,3.89794,1.04227,,4.52013,5.3563,1.29,1.56886,0.51955,0.6,6.98,2.72623,0.073335,4.78718,2.91119,2.7325,4.78666,1.96886,0.478,0.14795,5.83102
2011-11-18,3.86619,1.07045,,4.5,5.33142,1.36,1.59502,0.50893,0.61,6.89,2.72623,0.058836,4.81657,2.96292,2.705,4.77665,1.99365,0.445,0.15787,5.7809
2011-11-21,3.88203,1.0528,,4.4097,5.32904,1.33,1.55317,0.49662,0.61013,7.0,2.73651,0.054933,4.81657,2.94559,2.7,4.80668,1.94778,0.47,0.16347,5.81
2011-11-22,3.85664,1.05753,,4.30059,5.27859,1.36011,1.52986,0.49155,0.63019,7.000184,2.71662,0.057518,4.89273,2.95499,2.7,4.82674,1.92794,0.50847,0.14853,5.93
2011-11-23,3.82742,1.0386,,4.2006,5.22774,1.39035,1.55885,0.49213,0.62055,7.140202,2.68655,0.057518,4.98242,2.9417,2.65,4.92716,1.91152,0.50045,0.15816,6.02088
2011-11-24,3.80436,1.0386,,4.2006,5.22774,1.39035,1.57063,0.49213,0.64,7.250179,2.598,0.062354,4.98242,2.9417,2.635,4.9469,1.91152,0.518,0.15816,5.96111
2011-11-25,3.77493,1.08377,,4.19,5.25553,1.5,1.56223,0.48809,0.65996,7.56,2.598,0.052114,5.10202,2.88206,2.66,4.96693,1.77479,0.528,0.16544,5.96112
2011-11-28,3.81264,1.1004,,4.249997,5.276421,1.53,1.57774,0.47476,0.64981,7.6,2.6179,0.058431,5.02195,2.90211,2.72,4.94691,1.8195,0.528001,0.16051,5.96
2011-11-29,3.8812,1.14936,,4.20015,5.27772,1.52014,1.53306,0.47739,0.6502,7.589647,2.63669,0.057356,4.96119,2.89996,2.785,4.93704,1.85464,0.55525,0.1475,5.91977
2011-11-30,3.90712,1.14881,,4.24017,5.27252,1.42524,1.41415,0.48895,0.62014,7.360261,2.63656,0.06128,4.78195,2.8486,2.795,4.83188,1.80287,0.55544,0.15079,5.78956
2011-12-01,3.97762,1.09993,,4.28,5.22855,1.33,1.39362,0.48461,0.52,7.4,2.64663,0.055004,4.81158,2.78991,2.86,4.83675,1.863,0.52,0.1548,5.77072
2011-12-02,3.99617,1.06295,,4.29,5.2537,1.35,1.39658,0.47236,0.53,7.34,2.64663,0.058897,4.85151,2.79309,2.88,4.8067,1.86873,0.57,0.15746,5.71049
2011-12-05,3.99676,1.0404,,4.29,5.25247,1.34,1.42194,0.4787,0.55,7.119,2.69627,0.056362,4.89148,2.80758,2.8725,4.76643,1.88994,0.588,0.1603,5.73
2011-12-06,3.88016,1.08286,,4.2802,5.10332,1.43018,1.43414,0.44812,0.56011,7.159634,2.70662,0.056413,4.88742,2.82181,2.835,4.77685,1.90386,0.59526,0.15823,5.73
2011-12-07,3.92711,1.04813,,4.35,5.10351,1.40017,1.39933,0.44549,0.57017,7.230216,2.70646,0.058968,4.9221,2.79113,2.8,4.76679,1.88418,0.60046,0.14718,5.74
2011-12-08,3.87684,1.01272,,4.35,5.10351,1.36,1.3549,0.43896,0.54009,7.48,2.68627,0.055105,4.94176,2.7663,2.765,4.81672,1.8502,0.655,0.14054,5.80078
2011-12-09,3.8244,1.04572,,4.35,5.10347,1.4,1.40141,0.44635,0.53,7.35,2.68627,0.058958,4.90677,2.82512,2.745,4.78668,1.85395,0.67,0.14078,5.80053
2011-12-12,3.89141,1.017,,4.3297,5.1275,1.39,1.36418,0.44183,0.54,7.3989,2.66631,0.056352,4.90677,2.75982,2.76,4.81671,1.82676,0.633,0.14255,5.84
2011-12-13,3.85145,1.00433,,4.32016,5.128,1.39016,1.39145,0.45232,0.54006,7.409664,2.64638,0.055125,4.9481,2.76467,2.73,4.8566,1.8925,0.63028,0.146,5.87
2011-12-14,3.8616,0.99598,,4.25017,5.12633,1.38018,1.4052,0.43908,0.57016,7.390176,2.59676,0.056423,4.98192,2.70048,2.71,4.84689,1.83009,0.65336,0.14774,5.96
2011-12-15,3.78548,1.02827,,4.24,5.12832,1.37,1.38567,0.43961,0.62,7.35,2.50661,0.057569,4.96208,2.67133,2.63,4.82674,1.84755,0.65,0.15074,5.91109
2011-12-16,3.81557,1.00669,,4.24,5.12866,1.36,1.34365,0.43273,0.59021,7.45,2.50661,0.058887,5.01698,2.67027,2.69,4.78669,1.83003,0.645,0.14409,5.91109
2011-12-19,3.78592,0.99914,,4.2397,5.15258,1.34,1.35073,0.44428,0.59,7.46,2.44662,0.056352,5.04202,2.69703,2.6525,4.79668,1.79215,0.64,0.15122,5.9
2011-12-20,3.81464,1.05028,,4.24,5.1534,1.34075,1.36697,0.45556,0.61016,7.351038,2.46694,0.056423,5.0434,2.74903,2.66,4.78683,1.88045,0.64029,0.15844,5.9
2011-12-21,3.95345,1.06913,,4.23031,5.15153,1.34075,1.38062,0.45884,0.60016,7.331307,2.46684,0.056129,5.02249,2.7317,2.7225,4.75667,1.84602,0.63553,0.16377,5.85577
2011-12-22,3.94953,1.08741,,4.23,5.15362,1.36,1.37858,0.45382,0.61,7.47,2.46684,0.058664,5.02185,2.76237,2.7175,4.75665,1.87513,0.638,0.16747,5.83745
2011-12-23,4.00316,1.12557,,4.23,5.1541,1.36,1.37755,0.45372,0.62988,7.47,2.46684,0.058664,5.1018,2.76273,2.72,4.75663,1.87415,0.64,0.17777,5.84282
2011-12-27,4.00316,1.12557,,4.2299,5.20214,1.36,1.37755,0.45372,0.62988,7.47,2.46684,0.058664,5.14237,2.76273,2.72,4.75663,1.87415,0.643,0.18502,5.84282
2011-12-28,4.08043,1.12232,,4.2299,5.200803,1.35,1.31809,0.44727,0.64988,7.504819,2.52622,0.061422,5.14243,2.74472,2.72,4.74664,1.84664,0.643,0.175742,5.836
2011-12-29,4.03418,1.14351,,4.23995,5.22398,1.34,1.31389,0.45234,0.65,7.745,2.50653,0.057184,5.1344,2.72603,2.6925,4.74161,1.84285,0.638,0.17017,5.83852
2011-12-30,4.03783,1.14531,,4.2397,5.22411,1.34,1.31197,0.452219,0.63012,7.745,2.50653,0.057265,5.13438,2.72627,2.71,4.74159,1.84214,0.645,0.1585,5.83684
2012-01-03,4.1628,1.17979,,4.33056,5.25342,1.36032,1.30031,0.46689,0.6302,7.979172,2.46692,0.057265,5.08251,2.75469,2.71,4.74645,1.97699,0.63322,0.15468,5.84
2012-01-04,4.14704,1.17493,,4.38056,5.2515,1.36029,1.3039,0.47889,0.66055,8.409928,2.43697,0.058968,5.09753,2.72139,2.79,4.80658,1.97425,0.61053,0.15613,5.96
2012-01-05,4.11488,1.15132,,4.42,5.25418,1.38,1.28958,0.46482,0.68006,8.4,2.44668,0.058927,5.10184,2.67175,2.79,4.8366,1.96138,0.62,0.15193,5.97082
2012-01-06,4.0671,1.12244,,4.53,5.33127,1.39,1.29294,0.46776,0.66,8.28,2.44668,0.061462,5.14196,2.66375,2.79,4.8366,1.96138,0.625,0.15283,5.98095
2012-01-09,4.02437,1.13105,,4.5197,5.33127,1.39,1.26898,0.46103,0.63,8.2585,2.46668,0.061462,5.15185,2.64751,2.8,4.80652,1.94633,0.635,0.14678,6.02011
2012-01-10,4.05704,1.14866,,4.5503,5.32787,1.42,1.28707,0.47062,0.60028,8.019427,2.49689,0.060367,5.11317,2.64802,2.8275,4.80655,1.93543,0.59014,0.14478,5.98
2012-01-11,4.0453,1.1244,,4.55015,5.30168,1.39033,1.23908,0.46188,0.58021,8.010424,2.49686,0.061675,5.11253,2.6246,2.85,4.83677,1.88345,0.60043,0.13281,5.98
2012-01-12,4.04913,1.14971,,4.53016,5.27907,1.39,1.21401,0.46497,0.55,8.03,2.47679,0.056606,5.0267,2.59755,2.84,4.8465,1.84397,0.58,0.13531,5.94072
2012-01-13,4.08787,1.13117,,4.34,5.27951,1.37,1.18602,0.46115,0.53,8.17,2.47679,0.062993,5.03666,2.57315,2.89,4.84649,1.83193,0.55,0.12886,6.00062
2012-01-16,3.98708,1.13117,,4.34,5.27951,1.37,1.18195,0.46115,0.54,8.1787,2.53665,0.060458,5.03666,2.57315,2.805,4.84645,1.83193,0.543,0.12886,6.01
2012-01-17,4.05504,1.14695,,4.34031,5.27804,1.3799,1.21464,0.47326,0.53019,8.259071,2.52694,0.060469,5.03779,2.61184,2.86,4.83641,1.87653,0.53523,0.12952,6.0
2012-01-18,4.04216,1.1795,,4.34032,5.2267,1.38034,1.21499,0.47519,0.53015,8.000318,2.53696,0.061756,4.98201,2.61818,2.86,4.8067,1.88592,0.53846,0.13407,5.93
2012-01-19,4.00063,1.22487,,4.39,5.20377,1.42,1.22554,0.47565,0.53019,7.97,2.53669,0.062993,5.00153,2.63579,2.78,4.78629,1.91218,0.525,0.1387,5.95069
2012-01-20,4.04519,1.24422,,4.42,5.22902,1.43,1.19769,0.48605,0.53016,7.95,2.53669,0.065528,4.93642,2.64452,2.81053,4.78127,1.91705,0.50822,0.14767,5.99061
2012-01-23,4.03632,1.25479,,4.42,5.22785,1.46,1.17446,0.48436,0.53016,7.7888,2.51675,0.06425,4.9365,2.65981,2.81053,4.79125,1.92516,0.50822,0.14944,5.97
