date,AUD,CAD,CHF,CLP,COP,CZK,EUR,GBP,HKD,HUF,ILS,JPY,MXN,NOK,NZD,PLN,SEK,SGD,USD,ZAR
2006-01-03,5.69383,4.08999,,,,2.77088,3.03996,,4.43018,,5.77987,,8.17,3.515,7.11183,,2.89107,,4.67083,
2006-01-04,5.65559,3.97366,,,,2.73029,2.94028,,4.34014,,5.70045,,8.15046,3.44,7.1204,,2.8221,,4.63963,
2006-01-05,5.63397,3.9274,,,,2.71021,2.92528,,4.29003,,5.90016,,8.18044,3.44,7.12294,,2.80411,,4.64461,
2006-01-06,5.62892,3.97875,,,,2.68,2.92606,,4.3,,5.90016,,8.14053,3.45,7.12623,,2.80411,,4.6681,
2006-01-09,5.62161,3.99535,,,,2.66,2.95224,,4.28,,5.82479,,8.12073,3.445,7.13536,,2.81077,,4.66477,
2006-01-10,5.62016,4.02518,,,,2.68,2.99486,,4.24,,5.84972,,8.12072,3.32,7.16365,,2.82432,,4.71063,
2006-01-11,5.64682,4.07136,,,,2.68051,3.02439,,4.24009,,5.84044,,8.12119,3.35,7.18567,,2.83925,,4.74307,
2006-01-12,5.63945,4.06961,,,,2.66019,2.99252,,4.22017,,5.83988,,8.05097,3.295,7.17065,,2.82301,,4.68263,
2006-01-13,5.59947,4.04241,,,,2.65,2.99514,,4.21008,,5.83988,,7.99061,3.285,7.14716,,2.80126,,4.64298,
2006-01-16,5.58521,4.04241,,,,2.65,2.98573,,4.16,,5.83964,,7.99061,3.285,7.12515,,2.80126,,4.64298,
2006-01-17,5.5994,4.01459,,,,2.55,2.96698,,4.21005,,5.77973,,7.9705,3.255,7.09238,,2.78555,,4.63186,
2006-01-18,5.56699,4.00807,,,,2.5806,2.97431,,4.18008,,5.77994,,7.94129,3.26,7.00879,,2.78836,,4.63189,
2006-01-19,5.58605,4.05999,,,,2.62023,3.03978,,4.18998,,5.72971,,7.91111,3.32,6.98854,,2.83693,,4.67349,
2006-01-20,5.58568,4.05002,,,,2.57,3.05682,,4.23,,5.72971,,7.83068,3.31,6.98216,,2.85611,,4.66365,
2006-01-23,5.58111,4.06697,,,,2.56,3.06651,,4.2,,5.7295,,7.80088,3.325,6.98216,,2.85465,,4.65753,
2006-01-24,5.58232,4.03196,,,,2.57,3.05691,,4.21,,5.72944,,7.77104,3.349,6.98476,,2.82667,,4.67634,
2006-01-25,5.63845,4.08691,,,,2.53068,3.07892,,4.24002,,5.71489,,7.85138,3.37,7.02428,,2.84628,,4.75786,
2006-01-26,5.63845,4.10606,,,,2.53025,3.09357,,4.28015,,5.71432,,7.84088,3.38,7.0286,,2.89178,,4.79554,
2006-01-27,5.6913,4.11406,,,,2.51,3.11629,,4.29,,5.71432,,7.94058,3.38,7.06455,,2.927,,4.79959,
2006-01-30,5.68895,4.1292,,,,2.53,3.1339,,4.29,,5.71436,,8.01064,3.35,7.06455,,2.95616,,4.82521,
2006-01-31,5.67964,4.12159,,,,2.57,3.13159,,4.29,,5.7143,,7.99066,3.37833,7.00357,,2.95418,,4.83332,
2006-02-01,5.66016,4.13815,,,,2.59079,3.1591,,4.31013,,5.85013,,8.03195,3.395,7.03353,,2.97888,,4.88874,
2006-02-02,5.70884,4.17161,,,,2.61028,3.15142,,4.35019,,5.84963,,8.02177,3.438,7.07309,,2.9564,,4.89442,
2006-02-03,5.68645,4.1801,,,,2.58,3.12958,,4.35015,,5.84963,,7.97105,3.405,7.08153,,2.92129,,4.89654,
2006-02-06,5.66931,4.22869,,,,2.54,3.13568,,4.32,,5.94918,,7.97105,3.42,7.08153,,2.93333,,4.92504,
2006-02-07,5.70949,4.23025,,,,2.54,3.1356,,4.32,,6.0491,,8.01106,3.39,7.08377,,2.93243,,4.90791,
2006-02-08,5.66716,4.25293,,,,2.5508,3.12073,,4.37014,,6.04974,,8.00204,3.37,7.04535,,2.91445,,4.94029,
2006-02-09,5.62197,4.24251,,,,2.53027,3.10708,,4.44015,,6.04955,,8.00168,3.37,6.96334,,2.88776,,4.94876,
2006-02-10,5.61129,4.23198,,,,2.5,3.09479,,4.44015,,6.04955,,8.00103,3.245,6.97222,,2.8692,,4.97842,
2006-02-13,5.63931,4.21152,,,,2.52,3.12092,,4.49,,6.07401,,7.99133,3.285,6.9952,,2.89006,,4.97103,
2006-02-14,5.62491,4.22322,,,,2.5,3.09827,,4.48,,6.07395,,7.96123,3.3,6.9582,,2.89024,,4.98837,
2006-02-15,5.62064,4.22984,,,,2.39085,3.1054,,4.51012,,6.07455,,7.97207,3.315,6.95513,,2.89341,,4.99443,
2006-02-16,5.62149,4.21016,,,,2.3603,3.11494,,4.48016,,6.07432,,7.87142,3.31,6.92513,,2.78679,,4.99637,
2006-02-17,5.62357,4.18455,,,,2.35,3.08242,,4.45018,,6.07432,,7.86088,3.295,6.92231,,2.72809,,4.96577,
2006-02-20,5.60604,4.18455,,,,2.35,3.06845,,4.4,,6.07385,,7.86088,3.295,6.92333,,2.72809,,4.96577,
2006-02-21,5.61468,4.19511,,,,2.36,3.0959,,4.39,,6.07392,,7.86119,3.31,6.93337,,2.76866,,4.99998,
2006-02-22,5.62449,4.18524,,,,2.40083,3.1125,,4.44011,,6.07447,,7.82158,3.31,6.96069,,2.78154,,4.98699,
2006-02-23,5.61449,4.22408,,,,2.54032,3.16506,,4.40021,,6.07421,,7.8414,3.335,6.96909,,2.77319,,5.02997,
2006-02-24,5.62476,4.24071,,,,2.51,3.18033,,4.43017,,6.07421,,7.86097,3.33,6.96244,,2.78527,,5.02409,
2006-02-27,5.65701,4.2531,,,,2.52,3.22509,,4.45,,6.07364,,7.84092,3.355,6.97334,,2.83286,,5.03916,
2006-02-28,5.6602,4.207,,,,2.52084,3.20714,,4.48005,,6.04934,,7.80184,3.34,6.97355,,2.84488,,4.9963,
2006-03-01,5.63167,4.21788,,,,2.51058,3.22501,,4.45013,,6.04911,,7.71121,3.38,6.94714,,2.85042,,5.01655,
2006-03-02,5.63899,4.21543,,,,2.56,3.27095,,4.44,,6.07357,,7.76155,3.422,6.93275,,2.8822,,5.03679,
2006-03-03,5.6644,4.24914,,,,2.6,3.30508,,4.46,,6.07357,,7.80153,3.463,6.94751,,2.92425,,5.06967,
2006-03-06,5.69333,4.24941,,,,2.63,3.30668,,4.49,,6.07349,,7.90164,3.48,6.95941,,2.91765,,5.10123,
2006-03-07,5.68508,4.21032,,,,2.66082,3.31059,,4.56011,,6.0741,,8.01276,3.498,6.9408,,2.91539,,5.10652,
2006-03-08,5.67932,4.16132,,,,2.67054,3.3227,,4.57019,,6.07402,,8.04264,3.513,6.94004,,2.91507,,5.0937,
2006-03-09,5.71134,4.18914,,,,2.67,3.32329,,4.56,,6.07373,,8.00216,3.525,6.96665,,2.93273,,5.09726,
2006-03-10,5.71002,4.21596,,,,2.72,3.35792,,4.57,,6.07373,,7.97201,3.645,6.98888,,2.97657,,5.11945,
2006-03-13,5.75041,4.22212,,,,2.72,3.37447,,4.64,,6.07393,,7.99234,3.63,6.99123,,2.98398,,5.13722,
2006-03-14,5.73804,4.17486,,,,2.68082,3.34228,,4.65012,,6.07393,,7.88431,3.56,6.95733,,2.95058,,5.04034,
2006-03-15,5.69455,4.17765,,,,2.68054,3.36732,,4.57014,,6.07386,,7.86339,3.586,6.91681,,2.97683,,5.05486,
2006-03-16,5.69577,4.12259,,,,2.67,3.37101,,4.56,,6.07326,,7.80266,3.565,6.86718,,2.98844,,4.95733,
2006-03-17,5.6517,4.15355,,,,2.69,3.40168,,4.5,,6.07326,,7.8444,3.62,6.85162,,3.01765,,4.98128,
2006-03-20,5.65205,4.17071,,,,2.665,3.38404,,4.52,,6.07318,,7.8444,3.59,6.85169,,3.00198,,4.97283,
2006-03-21,5.6549,4.20823,,,,2.69082,3.39601,,4.54019,,6.07377,,7.8444,3.585,6.86646,,3.01903,,5.05278,
2006-03-22,5.68576,4.24137,,,,2.73054,3.38254,,4.60024,,6.09854,,7.9899,3.58,6.87145,,3.01235,,5.06791,
2006-03-23,5.67733,4.25376,,,,2.72,3.3964,,4.62,,6.06821,,8.05983,3.585,6.83805,,3.02512,,5.1015,
2006-03-24,5.68706,4.19801,,,,2.7199,3.36911,,4.67,,6.06821,,8.01236,3.565,6.68091,,2.99523,,5.03153,
2006-03-27,5.64709,4.22965,,,,2.71956,3.36094,,4.59983,,6.06846,,8.16252,3.575,6.62463,,2.98999,,5.04355,
2006-03-28,5.64825,4.28114,,,,2.79938,3.45179,,4.58977,,6.06846,,8.18473,3.65,6.67716,,3.05478,,5.1209,
2006-03-29,5.689,4.31834,,,,2.8494,3.47778,,4.63978,,6.0676,,8.17403,3.66,6.73115,,3.08595,,5.14126,
2006-03-30,5.69084,4.32313,,,,2.86,3.49078,,4.64,,6.06804,,8.08298,3.67,6.74574,,3.14907,,5.18745,
2006-03-31,5.72059,4.31596,,,,2.85,3.5012,,4.68,,6.06804,,8.06296,3.68667,6.78121,,3.13664,,5.18892,
2006-04-03,5.73136,4.3417,,,,2.85,3.53717,,4.72013,,6.17783,,8.00275,3.731,6.77249,,3.20838,,5.21188,
2006-04-04,5.76344,4.36689,,,,2.85005,3.53994,,4.76015,,6.17842,,8.04427,3.723,6.81499,,3.18765,,5.18192,
2006-04-05,5.79785,4.34968,,,,2.86072,3.52475,,4.76015,,6.09824,,8.15352,3.734,6.79621,,3.17726,,5.14581,
2006-04-06,5.89021,4.36744,,,,2.87,3.50103,,4.68,,6.09779,,8.31292,3.72,6.78785,,3.15703,,5.17568,
2006-04-07,5.89101,4.42961,,,,2.9,3.45675,,4.68,,6.09779,,8.3229,3.69,6.79899,,3.13707,,5.23486,
2006-04-10,5.91894,4.44912,,,,2.87,3.48294,,4.71,,6.09779,,8.35273,3.7,6.80587,,3.1559,,5.2394,
2006-04-11,5.94804,4.44167,,,,2.83005,3.47179,,4.7302,,6.09779,,8.27463,3.65,6.76956,,3.14119,,5.21844,
2006-04-12,5.91729,4.43831,,,,2.8304,3.48227,,4.72,,6.09763,,8.26318,3.63,6.76155,,3.16356,,5.21844,
2006-04-13,5.9507,4.45485,,,,2.87,3.52846,,4.76006,,6.09763,,8.26318,3.63,6.83954,,3.21378,,5.21844,
2006-04-17,5.9507,4.39976,,,,2.87,3.52846,,4.76006,,6.09763,,8.23313,3.63,6.83954,,3.21378,,5.24715,
2006-04-18,5.94439,4.34308,,,,2.88008,3.52086,,4.75026,,6.09714,,8.14425,3.68,6.87822,,3.19714,,5.17444,
2006-04-19,5.92571,4.38224,,,,2.89041,3.51254,,4.67017,,6.09714,,8.11315,3.665,6.86961,,3.1586,,5.19541,
2006-04-20,5.95184,4.41286,,,,2.91,3.50924,,4.7,,6.0176,,8.08227,3.605,6.89851,,3.12549,,5.21674,
2006-04-21,5.97855,4.38926,,,,2.91,3.50877,,4.71,,6.0176,,8.03245,3.645,6.9265,,3.13405,,5.23337,
2006-04-24,5.97002,4.37278,,,,2.89,3.51816,,4.69,,6.01743,,8.01249,3.64,6.94256,,3.14827,,5.21517,
2006-04-25,5.97002,4.464,,,,2.94005,3.58048,,4.65022,,6.0177,,8.02405,3.68,6.94256,,3.21484,,5.27176,
2006-04-26,6.04247,4.49404,,,,3.00041,3.60598,,4.72032,,6.01768,,8.06331,3.75,6.99793,,3.23138,,5.321441,
2006-04-27,6.06985,4.47321,,,,3.01,3.602,,4.76028,,6.01736,,8.02273,3.73,6.97403,,3.22077,,5.24797,
2006-04-28,6.0467,4.43976,,,,3.01,3.59983,,4.70026,,6.01736,,7.95268,3.74,6.92635,,3.22678,,5.21342,
2006-05-01,6.03573,4.47521,,,,3.01,3.59983,,4.70026,,6.01736,,7.95268,3.74,6.95392,,3.22678,,5.27487,
2006-05-02,6.05831,4.46784,,,,3.02106,3.61109,,4.74036,,6.01757,,7.93384,3.755,7.01158,,3.23905,,5.27698,
2006-05-03,6.11398,4.49219,,,,3.00068,3.61007,,4.72046,,6.01757,,7.91224,3.77,7.03273,,3.2338,,5.30529,
2006-05-04,6.1334,4.47451,,,,3.02,3.62823,,4.72041,,6.01719,,7.92238,3.825,7.05008,,3.2419,,5.32294,
2006-05-05,6.10352,4.48755,,,,2.92,3.6129,,4.72041,,6.01719,,7.90229,3.815,7.0495,,3.21538,,5.28976,
2006-05-08,6.08922,4.48928,,,,2.92,3.63379,,4.66024,,6.02746,,7.93234,3.838,7.02948,,3.22315,,5.31932,
2006-05-09,6.10783,4.44372,,,,2.89108,3.64114,,4.68036,,6.0976,,7.90385,3.86,7.05193,,3.22316,,5.31656,
2006-05-10,6.15839,4.45898,,,,2.85069,3.62063,,4.66023,,6.01742,,7.89295,3.83,7.06793,,3.19645,,5.33295,
2006-05-11,6.1468,4.41864,,,,2.84,3.65994,,4.65,,6.01705,,7.94235,3.865,7.0852,,3.25948,,5.33152,
2006-05-12,6.14287,4.40076,,,,2.84,3.64252,,4.67031,,6.01705,,8.03273,3.845,7.10986,,3.26482,,5.33941,
2006-05-15,6.15057,4.4066,,,,2.89151,3.56912,,4.72035,,6.01724,,8.13287,3.82,7.10167,,3.21708,,5.31719,
2006-05-16,6.12336,4.38859,,,,2.84107,3.53869,,4.70033,,6.01737,,8.04372,3.81,7.0717,,3.19025,,5.27415,
2006-05-17,6.12522,4.41846,,,,2.86073,3.58116,,4.66014,,6.02226,,8.16327,3.81,7.05792,,3.23028,,5.31963,
2006-05-18,6.15522,4.35209,,,,2.82,3.53618,,4.69,,6.09684,,8.14241,3.81,7.08501,,3.19421,,5.27394,
2006-05-19,6.10933,4.40693,,,,2.8,3.53451,,4.72035,,6.09684,,8.15235,3.82,7.05413,,3.21532,,5.30515,
2006-05-22,6.08234,4.40693,,,,2.78,3.49672,,4.73007,,6.09724,,8.23244,3.793,7.06621,,3.16611,,5.28827,
2006-05-23,6.06942,4.39002,,,,2.77097,3.51729,,4.74032,,6.09734,,8.24439,3.823,7.0666,,3.17765,,5.31006,
2006-05-24,6.0807,4.41164,,,,2.77066,3.49864,,4.75014,,6.09716,,8.37396,3.815,7.08103,,3.169,,5.27728,
2006-05-25,6.08811,4.41065,,,,2.77,3.49126,,4.75995,,6.09662,,8.22288,3.815,7.07501,,3.169,,5.30457,
2006-05-26,6.10364,4.41174,,,,2.77,3.49583,,4.77983,,6.09662,,8.19302,3.846,7.08725,,3.17072,,5.28138,
2006-05-29,6.10374,4.41174,,,,2.77,3.49583,,4.7801,,6.09662,,8.19302,3.846,7.09576,,3.17072,,5.28138,
2006-05-30,6.12391,4.4551,,,,2.79011,3.55882,,4.78026,,6.09662,,8.45221,3.906,7.12463,,3.27854,,5.32502,
2006-05-31,6.1036,4.50194,,,,2.83048,3.59386,,4.78026,,6.09662,,8.47443,3.93833,7.15176,,3.31587,,5.39389,
2006-06-01,6.12419,4.48567,,,,2.87,3.61862,,4.85,,6.19647,,8.34334,3.985,7.15496,,3.36675,,5.38125,
2006-06-02,6.10858,4.4274,,,,2.84,3.58888,,4.8,,6.19647,,8.36329,3.97,7.11061,,3.34591,,5.25057,
2006-06-05,6.02786,4.44344,,,,2.89,3.62601,,4.68,,6.1964,,8.37334,3.97,7.11061,,3.34591,,5.31569,
2006-06-06,6.06044,4.45418,,,,2.9051,3.65455,,4.76,,6.19639,,8.41528,4.0,7.07155,,3.34591,,5.32966,
2006-06-07,6.05639,4.47605,,,,2.91049,3.65723,,4.80028,,6.14676,,8.35432,4.0,7.10087,,3.42042,,5.35856,
2006-06-08,6.13041,4.46902,,,,2.94,3.59608,,4.82,,6.14637,,8.41319,3.965,7.19335,,3.34128,,5.3384,
2006-06-09,6.13468,4.5825,,,,2.93,3.56072,,4.81,,6.14637,,8.39411,3.945,7.17015,,3.33582,,5.34691,
2006-06-12,6.13468,4.56456,,,,2.94,3.54068,,4.83,,6.14654,,8.44435,3.925,7.1738,,3.30301,,5.35812,
2006-06-13,6.12903,4.52985,,,,2.94011,3.51753,,4.84009,,6.14642,,8.54586,3.89,7.14229,,3.28604,,5.3421,
2006-06-14,6.10648,4.56279,,,,2.95044,3.55623,,4.85051,,6.19671,,8.6648,3.93,7.09839,,3.33014,,5.44331,
2006-06-15,6.14269,4.57897,,,,2.98,3.60201,,4.89,,6.19618,,8.57332,3.97,7.12048,,3.36292,,5.49113,
2006-06-16,6.17369,4.57754,,,,3.02,3.59383,,4.9,,6.19618,,8.58333,3.955,7.16021,,3.35117,,5.51609,
2006-06-19,6.19909,4.58817,,,,3.075,3.63552,,4.95023,,6.19646,,8.67328,3.965,7.19236,,3.37574,,5.5432,
2006-06-20,6.19489,4.68738,,,,3.12523,3.66545,,4.97022,,6.19622,,8.67532,3.995,7.19078,,3.46149,,5.55889,
2006-06-21,6.19073,4.69171,,,,3.21099,3.68128,,4.98075,,6.22666,,8.51372,4.01,7.17676,,3.46647,,5.56151,
2006-06-22,6.21375,4.69863,,,,3.18045,3.70783,,4.99012,,6.226,,8.47273,4.045,7.15579,,3.47997,,5.60653,
2006-06-23,6.24852,4.74535,,,,3.22,3.73746,,5.04,,6.226,,8.33244,4.095,7.14536,,3.47997,,5.63367,
2006-06-26,6.25025,4.76772,,,,3.24,3.7692,,5.06,,6.22593,,8.37242,4.12,7.14489,,3.51147,,5.63907,
2006-06-27,6.25244,4.75962,,,,3.22,3.79362,,5.04991,,6.22566,,8.35378,4.125,7.13533,,3.50657,,5.61554,
2006-06-28,6.2372,4.77942,,,,3.19,3.79622,,5.02984,,6.2904,,8.38316,4.135,7.10837,,3.52863,,5.64628,
2006-06-29,6.26554,4.70278,,,,3.2,3.76497,,5.05,,6.29092,,8.3424,4.055,7.11584,,3.5158,,5.5867,
2006-06-30,6.19305,4.72524,,,,3.22,3.7822,,4.95027,,6.29092,,8.35215,4.02796,7.10531,,3.54735,,5.543,
2006-07-03,6.16981,4.72524,,,,3.21061,3.79903,,4.92002,,6.19579,,8.13184,4.045,7.1118,,3.56387,,5.55292,
2006-07-04,6.19797,4.72524,,,,3.21061,3.78548,,4.95012,,6.19627,,8.13184,4.045,7.15229,,3.56387,,5.55292,
2006-07-05,6.20651,4.75395,,,,3.21061,3.82884,,4.9701,,6.14608,,8.38276,4.07,7.15352,,3.58702,,5.63167,
2006-07-06,6.25418,4.72843,,,,3.21061,3.84921,,5.02,,6.14574,,8.14189,4.08,7.19627,,3.58196,,5.6067,
2006-07-07,6.259,4.60718,,,,3.21,3.81641,,4.96,,6.14574,,8.08214,4.06,7.17571,,3.55097,,5.55852,
2006-07-10,6.21951,4.59062,,,,3.21,3.84227,,4.93,,6.12068,,8.1424,4.08,7.15012,,3.58093,,5.56002,
2006-07-11,6.25565,4.53199,,,,3.17102,3.80112,,4.92041,,6.12104,,8.1729,4.06,7.18063,,3.54439,,5.5329,
2006-07-12,6.2819,4.52721,,,,3.17063,3.83455,,4.88002,,6.14579,,8.24221,4.075,7.21178,,3.57936,,5.53807,
2006-07-13,6.35239,4.52051,,,,3.2,3.78756,,4.9,,6.32047,,8.2919,4.047,7.29094,,3.54297,,5.49397,
2006-07-14,6.33057,4.50718,,,,3.25,3.74143,,4.91,,6.32047,,8.23167,4.01,7.27644,,3.51101,,5.46707,
2006-07-17,6.34904,4.51637,,,,3.25,3.74711,,4.91003,,6.32039,,8.25186,4.02,7.40435,,3.51965,,5.48311,
2006-07-18,6.37061,4.55393,,,,3.27103,3.77689,,4.92033,,6.29581,,8.19311,4.035,7.41862,,3.54646,,5.55543,
2006-07-19,6.36071,4.51567,,,,3.29054,3.76764,,4.94013,,6.29571,,8.06248,4.03,7.37111,,3.52077,,5.4701,
2006-07-20,6.33504,4.521,,,,3.27,3.76415,,4.86,,6.29547,,8.06193,4.055,7.32968,,3.52809,,5.41047,
2006-07-21,6.30437,4.47243,,,,3.27,3.73036,,4.8,,6.29547,,8.10197,4.03,7.3519,,3.5018,,5.42503,
2006-07-24,6.3591,4.45014,,,,3.275,3.73741,,4.83,,6.29525,,8.06182,4.071,7.38405,,3.51052,,5.42869,
2006-07-25,6.36425,4.46303,,,,3.26101,3.7354,,4.8102,,6.29579,,8.05294,4.078,7.36952,,3.51782,,5.44831,
2006-07-26,6.41568,4.45143,,,,3.28059,3.76639,,4.83022,,6.34561,,8.04245,4.11,7.35008,,3.54221,,5.40492,
2006-07-27,6.39608,4.45887,,,,3.22,3.73641,,4.71987,,6.34491,,8.05182,4.105,7.2585,,3.51778,,5.40063,
2006-07-28,6.41293,4.44307,,,,3.215,3.71732,,4.73038,,6.34491,,8.02165,4.105,7.2552,,3.50715,,5.32689,
2006-07-31,6.38397,4.41535,,,,3.22,3.71904,,4.64022,,6.27034,,8.10176,4.10634,7.2051,,3.50482,,5.3091,
2006-08-01,6.37065,4.39441,,,,3.22099,3.72309,,4.66062,,6.27081,,8.14316,4.125,7.2136,,3.51675,,5.30754,
2006-08-02,6.36171,4.41021,,,,3.21053,3.73428,,4.63049,,6.27003,,8.09249,4.133,7.21179,,3.52894,,5.3063,
2006-08-03,6.33417,4.42788,,,,3.22,3.78903,,4.63039,,6.27003,,8.03192,4.165,7.20013,,3.5855,,5.32981,
2006-08-04,6.37138,4.4036,,,,3.19,3.76826,,4.65033,,6.27003,,7.98204,4.15167,7.25389,,3.57224,,5.25006,
2006-08-07,6.37138,4.4036,,,,3.19,3.75967,,4.59024,,6.28516,,7.98218,4.135,7.25536,,3.62225,,5.28394,
2006-08-08,6.31603,4.39439,,,,3.09092,3.75963,,4.61067,,6.25052,,7.97256,4.14,7.22786,,3.63442,,5.24899,
2006-08-09,6.3183,4.39029,,,,3.05047,3.78522,,4.54078,,6.27071,,7.942,4.18,7.22389,,3.67854,,5.25487,
2006-08-10,6.39235,4.39705,,,,3.035,3.77517,,4.52,,6.29485,,7.98148,4.153,7.29093,,3.6593,,5.26573,
2006-08-11,6.39855,4.41674,,,,3.06,3.8167,,4.54,,6.29485,,7.87124,4.17,7.26835,,3.68941,,5.31211,
2006-08-14,6.43716,4.44952,,,,3.1,3.85652,,4.61019,,6.24515,,7.91124,4.18,7.30361,,3.70605,,5.36784,
2006-08-15,6.45231,4.41432,,,,3.10094,3.844,,4.64057,,6.22536,,7.8422,4.14,7.3646,,3.68696,,5.29122,
2006-08-16,6.41053,4.3767,,,,3.08547,3.82525,,4.57052,,6.2104,,7.85187,4.11,7.38073,,3.66361,,5.22108,
2006-08-17,6.35113,4.3718,,,,3.03,3.83381,,4.5,,6.18977,,7.83137,4.1,7.35738,,3.6717,,5.23036,
2006-08-18,6.3224,4.34409,,,,3.04,3.8405,,4.53,,6.18977,,7.8114,4.09,7.34577,,3.68219,,5.20059,
2006-08-21,6.30965,4.33792,,,,3.03,3.81391,,4.47014,,6.19008,,7.79131,4.055,7.34756,,3.64829,,5.19262,
2006-08-22,6.32359,4.33882,,,,2.99082,3.72131,,4.47029,,6.19037,,7.77209,4.045,7.33609,,3.60617,,5.18963,
2006-08-23,6.33261,4.33852,,,,3.01047,3.73568,,4.47043,,6.19053,,7.83181,4.08,7.35643,,3.64073,,5.19796,
2006-08-24,6.33629,4.33951,,,,2.99,3.7311,,4.45,,6.22459,,7.84139,4.09,7.35824,,3.65671,,5.20431,
2006-08-25,6.30904,4.3241,,,,2.98972,3.71409,,4.44989,,6.22459,,7.92143,4.11,7.32996,,3.66043,,5.17918,
2006-08-28,6.31981,4.32446,,,,2.98972,3.71409,,4.46982,,6.22459,,7.85133,4.11,7.31968,,3.66043,,5.19486,
2006-08-29,6.32883,4.31687,,,,2.99914,3.74939,,4.49981,,6.20922,,7.77107,4.145,7.32706,,3.66707,,5.16496,
2006-08-30,6.30602,4.27261,,,,3.02014,3.73917,,4.46012,,6.20974,,7.78058,4.12,7.31194,,3.61971,,5.13854,
2006-08-31,6.28633,4.23948,,,,3.01028,3.7215,,4.41001,,6.18952,,7.83158,4.08558,7.30999,,3.5902,,5.106,
2006-09-01,6.28506,4.21397,,,,3.01,3.7269,,4.37,,6.18952,,7.76177,4.1,7.33993,,3.60642,,5.07913,
2006-09-04,6.30556,4.21397,,,,3.01,3.73557,,4.33,,6.18938,,7.76177,4.1,7.34355,,3.60642,,5.07913,
2006-09-05,6.32507,4.22987,,,,3.01,3.77278,,4.30017,,6.1946,,7.73243,4.165,7.35833,,3.65551,,5.10657,
2006-09-06,6.31957,4.25133,,,,3.0701,3.81208,,4.33015,,6.19459,,7.78182,4.19,7.3491,,3.68056,,5.12477,
2006-09-07,6.32093,4.25207,,,,3.09027,3.81552,,4.34002,,6.19436,,7.81152,4.175,7.31763,,3.67411,,5.12678,
2006-09-08,6.31411,4.20644,,,,3.17,3.82363,,4.31,,6.19436,,7.81148,4.155,7.28275,,3.67517,,5.10959,
2006-09-11,6.32546,4.23804,,,,3.22,3.85521,,4.32,,6.19486,,7.8715,4.137,7.26976,,3.6873,,5.147,
2006-09-12,6.32689,4.23695,,,,3.25,3.87363,,4.36,,6.23476,,7.80263,4.145,7.26497,,3.70926,,5.13194,
2006-09-13,6.29961,4.25082,,,,3.27507,3.85687,,4.32005,,6.19943,,7.75196,4.125,7.27403,,3.69446,,5.11577,
2006-09-14,6.33165,4.26365,,,,3.30028,3.8657,,4.28007,,6.19923,,7.73155,4.18,7.39271,,3.71207,,5.14896,
2006-09-15,6.35616,4.25856,,,,3.29,3.86208,,4.33001,,6.19923,,7.68159,4.18,7.37459,,3.71304,,5.18834,
2006-09-18,6.37992,4.25902,,,,3.36,3.90541,,4.35,,6.17908,,7.67098,4.225,7.38714,,3.76456,,5.20446,
2006-09-19,6.38423,4.21236,,,,3.34,3.86365,,4.36018,,6.17971,,7.7323,4.18,7.43972,,3.74489,,5.12378,
2006-09-20,6.33283,4.21622,,,,3.40007,3.85849,,4.30016,,6.17419,,7.75192,4.16,7.37189,,3.71896,,5.12289,
2006-09-21,6.33687,4.16155,,,,3.41024,3.85561,,4.28019,,6.12915,,7.86155,4.18,7.38524,,3.68776,,5.00971,
2006-09-22,6.23724,4.11477,,,,3.38,3.74756,,4.15014,,6.12915,,7.85147,4.13,7.32006,,3.62055,,4.97436,
2006-09-25,6.2012,4.07173,,,,3.34,3.69895,,4.11,,6.0591,,7.9015,4.085,7.35283,,3.59543,,4.94365,
2006-09-26,6.20246,4.11286,,,,3.34,3.72438,,4.16009,,6.03405,,7.82238,4.09,7.40254,,3.61501,,4.98106,
2006-09-27,6.23057,4.11938,,,,3.34,3.75662,,4.20008,,6.03382,,7.8419,4.16,7.36877,,3.63453,,4.970585,
2006-09-28,6.23576,4.13178,,,,3.34,3.77689,,4.21,,6.03364,,7.81156,4.195,7.39065,,3.66073,,4.99089,
2006-09-29,6.22634,4.12762,,,,3.33,3.79916,,4.23013,,6.03364,,7.82188,4.21575,7.319,,3.67601,,5.00856,
2006-10-02,6.22634,4.11485,,,,3.31,3.78448,,4.23013,,6.03364,,7.80191,4.173,7.31589,,3.65711,3.485,4.96823,
2006-10-03,6.21038,4.14306,,,,3.31005,3.81529,,4.23995,,5.96407,,7.86251,4.195,7.35157,,3.68151,3.44002,4.96648,
2006-10-04,6.21645,4.11079,,,,3.30015,3.79648,,4.28031,,5.79432,,7.85188,4.175,7.3949,,3.65732,3.4201,4.89936,
2006-10-05,6.19866,4.14003,,,,3.29019,3.80287,,4.18999,,5.74386,,7.86145,4.195,7.3759,,3.68006,3.365,4.94914,
2006-10-06,6.21084,4.2115,,,,3.27,3.81174,,4.17,,5.74386,,7.85137,4.192,7.40772,,3.68103,3.365,5.04279,
2006-10-09,6.28152,4.2115,,,,3.27,3.8345,,4.27,,5.74404,,7.85137,4.192,7.44953,,3.68103,3.405,5.04279,
2006-10-10,6.31538,4.2369,,,,3.25007,3.88256,,4.26008,,5.71931,,7.92224,4.29,7.50718,,3.72452,3.42008,5.11655,
2006-10-11,6.30857,4.28587,,,,3.26016,3.882,,4.2904,,5.76951,,7.89188,4.29,7.48134,,3.72929,3.45509,5.16099,
